dates,oahuoahu0040_0001,oahuoahu0040_0002,oahuoahu0040_0003,oahuoahu0040_0004,oahuoahu0040_0005,oahuoahu0040_0006,oahuoahu0040_0007,oahuoahu0040_0008,oahuoahu0040_0009,oahuoahu0040_0010,oahuoahu0040_0011,oahuoahu0040_0012,oahuoahu0040_0013,oahuoahu0040_0014,oahuoahu0040_0015,oahuoahu0040_0016,oahuoahu0040_0017,oahuoahu0040_0018,oahuoahu0040_0019,oahuoahu0040_0020
2017-08-08 20:19:02.000,167.6320534075583,166.08105319718794,167.11219812680326,168.09356975429424,166.32389406473928,167.7771345480502,,,,,,,,,,,,,,
2017-08-08 20:19:03.000,168.13854963030826,167.96456554076744,168.4229696698748,170.05980058018275,171.44718257569474,173.5572864020784,172.53489579268887,173.06349132729443,168.40015128933047,165.4939156914584,162.17290529253418,159.9514036039163,160.82182582756425,164.1493829060895,165.63394760300997,165.48535380582243,30.631807807263,30.44873722356068,29.24259522266873,29.41864083443837
2017-08-08 20:20:37.000,,,,,,,,,,,,,,,,,38.96508015707952,37.56368250596125,50.9039310999454,37.74742793305704
2017-08-08 20:24:52.000,,,,,,,,,,,,,174.79591465167428,,,,31.659663780252,32.70862070140772,31.1979488236771,29.634736946074
2017-08-16 18:24:44.000,,,,,,,,,,,,,,,,,,,,
2017-08-26 20:23:15.000,157.46392193390545,159.47024645741445,168.51982977022053,171.00666757373315,175.01543661634992,172.47420318932123,169.14532871346387,169.67479349454194,167.21026067226694,163.97264577305765,158.82067272633913,159.14219469860356,157.59294840313558,152.14086321755994,,,28.583896062771814,28.497224804647573,25.97139767814678,27.105943429872447
2017-09-03 20:23:06.000,161.34428540967536,157.24308104027182,168.5663495981463,194.85198489692752,,,,,,,,,162.14796518170078,155.11572018556728,,,30.72779541311989,31.135562416826247,31.067088677739665,33.70346514936894
2017-09-03 21:38:22.000,157.25606690985418,158.25104582419337,163.81826351074042,168.0986103129006,174.18049898550166,172.78757688043692,169.60461970627966,169.47569975290634,168.1360060709938,164.2012334993721,160.8415654605096,159.74287130161107,155.79242703348424,152.3817877908156,,,28.512210158659304,28.32631976964376,26.17103992493956,26.5853450956264
2017-09-06 20:23:03.000,157.2036624385082,156.37958650532184,160.5484046715857,163.94567303263224,167.05105170424568,168.73772609417097,165.86313208437335,163.95907877320104,163.88276718495928,161.394462367332,156.7858014735713,152.54909642682892,151.6539434001045,149.29909978927617,146.12863975263704,149.39970496869273,27.47807270372784,27.70802250038882,25.151213237145143,27.37842470679505
2017-09-06 21:39:06.000,170.82719989578814,,,175.71608249096008,,,,,,,,,,,,,,,,
2017-09-16 20:26:06.000,159.6869422204819,,,142.4061479206414,157.35521586130525,159.62617435335918,158.22149256686484,,,,,,,,,,,,,
2017-09-16 20:26:07.000,167.4666690342208,,,,157.9467463931558,160.1897517490747,160.7436321954227,,,,,,,,,,,,,
2017-09-19 21:37:23.000,185.309799560518,181.07264671732983,170.0973604815709,171.22727218878154,173.01231723301615,172.47429309971017,172.06395794292212,171.0865767431372,,,,183.78835127200105,173.29956635767715,167.22684051829293,165.4891477455571,165.016391725015,27.78399330305179,28.87790970522768,27.65164084607736,26.917868438023365
2017-09-24 21:37:31.000,,,,,,,,,,,,,,,,,,,,
2017-09-28 20:21:29.000,,,,,,180.3347733576832,169.62749429317967,168.75000744602576,165.82101488334877,163.82400513416252,158.8287164566778,158.8091798046545,157.9220430262827,157.21355770808253,152.66387168904745,143.42352944251348,26.54428323457984,27.851444866360936,25.91385416393992,24.76274662161732
2017-09-28 20:21:30.000,,,,,,183.3733805776296,,,171.10230827593972,165.39171029848916,158.82874870763874,160.68261044492846,159.5125231724822,157.9643037667927,156.49164118928215,160.93859060331874,27.525366717610044,28.11790993036313,25.974581156800305,26.56580265312632
2017-09-29 01:05:05.100,156.2875289517158,157.33946641230256,168.59941606045265,173.0611279397986,171.98635013692308,170.43937467452275,,,,,,179.3337144719733,169.25379999179646,159.03016458564173,148.44744108854368,152.02162293474163,14.751526532367274,13.05943343351966,12.73455440962289,11.726595413391705
2017-09-30 20:23:35.000,,,,,183.75532970636272,179.11485632485034,175.1130110646557,179.10305933312816,195.7241818717009,191.328189707102,,,,,,,,,,
2017-10-05 20:23:24.000,,,,,,,,,,,,,,,,177.0219182398262,53.674446515466194,53.63341614246821,42.72313207379832,42.59310966659392
2017-10-05 20:23:25.000,,,,,,,,,,,,,,,,,,,,54.20132383992477
2017-10-22 20:23:11.000,,,,,,,,,,,,,,,,,,,,
2017-10-22 20:23:12.000,,,,,,,,,,,135.35990421277182,,,,,,,,,
2017-10-24 20:24:46.000,,,,,,,,,,,,,,,,,,,,15.8244333516005
2017-10-24 20:25:43.000,154.471628149191,154.27461608555458,161.24483992544236,174.4829605651427,180.25608526265407,184.28978347593903,184.23099178949687,182.41997805627992,192.07335028434687,188.66683382689305,165.5554422859086,158.9417551675444,157.83262472036782,155.411347512586,156.15976371176873,161.0368511927555,31.64486111984764,31.44454519241099,31.1485991505256,31.3987778058953
2017-10-24 21:33:54.000,153.83831791536798,154.66288317453396,159.69151246671808,166.75372281747482,167.6877173169813,169.94258376225693,167.18164880097774,167.1467660003057,164.16618443704422,162.3447113846237,158.4990791039962,156.72530644845827,155.87660653318054,156.50332212712212,153.50554486286816,160.2011923547296,25.320064438332743,26.19213354053084,23.96525410762381,23.40526887776576
2017-10-26 20:24:37.000,159.9913005866256,157.17235971019778,162.8567234928454,168.46253669161388,170.85529538803357,171.83347071912928,169.0993676049413,170.5085627160587,166.35693577051504,165.59418928153568,160.53840164029097,157.9685148667626,159.0342364352825,158.9866303497307,156.2386146696888,163.37581395452418,27.795315738103085,28.29450090280658,27.49030780486224,28.19600271294608
2017-10-27 20:25:47.000,161.299570465545,160.32861127442433,163.55204536790336,171.67749761107046,173.29622362902492,175.35224992738517,171.6161909732661,173.98923437441235,168.38499332002098,167.82004729684226,161.995368437389,154.7083844547572,,,,,,,,
2017-10-27 20:27:20.000,153.6434828292805,153.9691217693522,161.2700843515023,167.47868469947983,169.8578962581143,170.77150201369875,167.27142505403447,166.94482218855774,164.34434294113603,163.9302400307109,157.37586491745182,157.5465024823801,154.92129503043503,158.40617106941406,156.68126113806738,159.61850292447733,26.020910056720496,28.41126651570496,25.89829034431905,26.48951184064507
2017-10-30 21:11:11.000,154.02836297164964,151.74808073557287,155.44818069557903,163.262015757031,164.48716219055612,167.39061459915777,164.66260587261783,164.8192278053064,161.8891239031893,160.6014658180879,155.63943784820756,153.04254995503672,152.9797718526514,154.3269197573056,151.69037607836052,156.6419553942861,24.545879581980508,24.89266044494315,25.02310739072057,25.07136820246615
2017-10-30 21:33:04.000,,,,182.6246053137567,191.6385866473507,200.1866214244684,182.4457610820824,176.86917560845845,172.0322089874944,166.71972582230083,160.65130967020227,157.50297788753775,157.2689727195691,159.83907127625568,156.07305059748424,159.1625934940433,27.315313557478014,28.412179516909216,26.19869970053108,25.08703475255845
2017-11-02 21:32:27.000,149.18975473659722,149.31614773365638,154.84336511369406,164.00112217041908,165.98845902301363,167.30361408041432,164.68331695470494,163.90730827835944,162.48327373714002,162.3545143462886,158.4856944432855,157.84008473025403,156.57696817945606,159.27663464612456,156.09372213983517,160.3763593886832,27.43489672225972,27.942056124630195,26.250378720918068,26.16146618039468
